IMPORTANT: Structure 2011 Speaker Information Request,Publish,Photo Ready?,List on front page?,Gender,First Name,Last Name,Title,Company,Tagline,Order (front page),Order (speaker page),Type (default: speaker),Bio Ready?,Biography,Featured,Short Desc,timestamp,P Twitter,P Facebook,P LinkedIn
y,y,y,y,m,Jeff,Jonas,"Chief Scientist, Entity Analytics",IBM,"Chief Scientist, Entity Analytics, IBM",,,speaker,y,"Jeff Jonas is Chief Scientist, IBM Entity Analytics Group and an IBM Distinguished Engineer. The IBM Entity Analytics Group was formed based on technologies developed by Systems Research & Development (SRD), founded by Jonas in 1984, and acquired by IBM in January, 2005. Jonas designs next generation technology that helps organizations better leverage their enterprise-wide information assets. With particular interest in real-time “sensemaking” these innovative systems fundamentally improve enterprise intelligence which makes organizations smarter, more efficient and highly competitive. He is a member of the Markle Foundation Task Force on National Security, on the EPIC Board of Advisors, a Senior Associate at the Center for Strategic and International Studies and a board member of the US Geospatial Intelligence Foundation.",,,,@jeffjonas,,
y,y,y,y,m,Karthik,Kannan,"Co-Founder and VP Products 
",Cetas Software ,"Co-Founder and VP Products, Cetas Software ",,,speaker,y,"Karthik Kannan is VP of Products at Cetas, a Big Data analytics company. At Cetas he is responsible for product strategy and building a partner ecosystem around cloud-based business analytics. Prior to Cetas, he was VP of Marketing and Business Development at Kazeon, a leading eDiscovery company which was acquired by EMC in 2009. Karthik's background also includes running product management at NetApp where he was responsible for setting product strategy for the information management, compliance and near line storage (software) areas. He also worked in Goldman Sachs in the technology arm of the Investment Banking Division, as well as has held several technology consulting positions.",,,,@KarthikBigData,,http://www.linkedin.com/pub/karthik-kannan/3/323/5b0
y,y,y,y,m,Ryan,Kim,Staff Writer,GigaOM,"Staff Writer, GigaOM",,,speaker,y,"Ryan has covered personal technology and wireless for the San Francisco Chronicle before joining GigaOM. He is based in New York and covers a number of topics including mobile development, app economies and East Coast start-ups.",,,,,,
y,y,y,y,m,Aaron ,Kimball,CTO,WibiData,"CTO, WibiData",,,speaker,y,"Aaron is the CTO of WibiData, Inc., a software company that engineers solutions for the large-scale user-centric data challenges that face today’s enterprises. He is a committer on the Apache Hadoop project and has been working with Hadoop since 2007. Aaron previously worked at Cloudera, a company which provides an enterprise platform, support and services built around Hadoop. Aaron founded the open source Sqoop data import tool and MRUnit Hadoop testing library projects. Aaron holds a B.S. in Computer Science from Cornell University and a M.S. in Computer Science from the University of Washington.",,,,@aaron_kimball,,
y,y,y,y,m,Jed,Kolko,Chief Economist and Head of Analytics,Trulia,"Chief Economist and Head of Analytics, Trulia",,,speaker,y,"Jed Kolko, Chief Economist and Head of Analytics, oversees Trulia's research programs. Applying a background in economic development and research methods, he transforms real estate data, economic trends, and public policy debate into digestible insights for home buyers, sellers and renters. In Jed’s prior role as Associate Director and Research Fellow at the Public Policy Institute of California, he led research projects and advised policymakers and business leaders on economic, housing and technology policies. Before his work at PPIC, Jed directed Forrester Research's consumer-technology market research, advising corporate executives on technology adoption and demand. Jed earned his A.B. in social studies and his Ph.D. in economics at Harvard University.",,,,@jedkolko,,http://www.linkedin.com/pub/jed-kolko/0/2b3/84
y,y,y,y,m,Ju-kay,Kwek ,"Product Manager, Google BigQuery",Google,"Product Manager, Google BigQuery, Google",,,speaker,y,"Ju-kay is the product management lead for Google's Cloud Big Data initiative. In this role, he focuses on creating enterprise-class services that enable businesses to harness Google's unparalleled data processing infrastructure and algorithms to tackle their growing Big Data needs. Prior to Google, Ju-kay led product management for SOA and Application Performance Management at Wily Technology and CA Technologies. Ju-kay holds degrees from Carnegie Mellon University. He also holds patents in the areas of data-centric interfaces and multi-modal sales applications.",,,,,,
y,y,y,y,m,Robert,Lefkowitz,Director of Web Development,1010data,"Director of Web Development, 1010data",,,speaker,y,Robert (a/k/a r0ml) Lefkowitz is a computer professional and amateur philosopher. He has worked primarily in large IT organizations where he facilitates information flows. His interests include semasiology and medieval history. He also juggles clubs.,,,,@r0ml,,http://www.linkedin.com/in/ther0ml
y,y,y,y,m,John,Lucker,Principal,Deloitte,"Principal, Deloitte",,,speaker,y,"John Lucker, a principal with Deloitte Consulting LLP, is a senior leader within Deloitte Analytics and Deloitte’s Global Advanced Analytics & Modeling Market leader. John has broad experience in the pragmatic development, implementation and operation of business solutions using advanced analytics, predictive modeling, data mining, scoring/rules engines for clients across multiple industries including insurance, banking, retail, consumer products, telecomm, life sciences, media and hospitality. John has developed unique analytic business solutions as well as the technical implementation tools to help his U.S. and global clients realize the value and business impact of advanced analytics. John holds a BA and an MBA from the University of Rochester and has three pending patents and one confirmed patent for his business analytics solutions.",,,,,,
y,y,y,y,f,Jo,Maitland,Research Director,GigaOM Pro,"Research Director, GigaOM Pro",,,speaker,y,"Jo Maitland is Research Director for the Infrastructure/Cloud channel at GigaOM Pro. Jo has been a technology journalist and analyst for 15+ years specializing in enterprise IT trends, specifically infrastructure virtualization, storage and cloud computing. At Forrester Research and The 451 Group, Jo covered cloud-based storage and archiving and the challenges of long term digital preservation. At TechTarget Jo was Executive Editor of several websites covering virtualization and cloud computing. She managed a team of reporters and editors and wrote news, features and columns for those sites which became leading information resources under her guidance. Jo has spoken at several major industry events including NetWorld + Interop and VMworld on virtualization and cloud computing trends. She has a BA (Hons) in Journalism from the University of Creative Arts in the UK. In her spare time Jo enjoys adventures in new places, extreme sports, writing screenplays and watching movies.",,,,,,
y,y,y,y,m,Om,Malik,Founder,GigaOM,"Founder, GigaOM",,,speaker,y,"Om Malik has more than 15 years of experience as a journalist covering technology and business news. He was part of the founding team of Forbes.com as a Senior Editor. He then went on to become a senior writer at Red Herring during its glory days before joining Business 2.0 in March 2003, covering telecom, innovation and broadband stories. His contributions have been published in The Wall Street Journal, The Economist and MIT Technology Review. Additionally, Om is the author of “Broadbandits: Inside the $750 Billion Telecom Heist.” He is also the recipient of many industry awards, including Excellence in Journalism from the Society of Professional Journalists in 2001 and the Gold Award from American Society of Business Publication Editors in 2001.",,,,,,
y,y,y,y,m,James,Markarian,EVP and CTO,Informatica,"EVP and CTO, Informatica",,,speaker,y,"James Markarian serves as executive vice president and chief technology officer at Informatica, with responsibility for the strategic direction of Informatica products, including the delivery of the Informatica Platform as well as leading Corporate Development. Previously, Markarian held the role of general manager of the Data Integration Business Unit, where he led the delivery of both the flagship PowerCenter product and the Informatica Platform. Prior to joining Informatica, Markarian spent 10 years at Oracle where he was architect for the Oracle Tools Division including responsibility for cross-product architectural planning and integration decisions. He also served on Oracle's Architecture Review Board. Markarian earned a bachelor's degree in computer science and economics and a master's degree in economics from Boston University.",,,,@InformaticaCorp,http://www.facebook.com/InformaticaCorporation,
,y,,y,m,Rob,Mee,CEO,Pivotal Labs,"CEO, Pivotal Labs",,,speaker,,,,,,,,
y,y,y,y,m,Sultan,Meghji,VP of Cloud Applications,Appistry,"VP of Cloud Applications, Appistry",,,speaker,y,"Sultan Meghji is an accomplished technical leader and entrepreneur. He began his career nearly twenty years ago at the National Center for Supercomputing Applications (NCSA), where he developed artificial intelligence systems and first generation Internet technologies. He is a recognized leader in Enterprise Architecture, Innovation and Strategy and has served in leadership positions in IT and Enterprise Architecture at ABN AMRO, American Express, Monsanto and United Airlines. He has held numerous CIO roles in academia and the private sector in areas as diverse as IT services, financial services and biotech. In addition, Sultan is an active volunteer for IT Entrepreneurial Network (ITEN) and other St. Louis-centric groups. Sultan holds a Bachelors degree from the University of Illinois at Urbana Champaign",,,,@sultan_appistry,,http://www.linkedin.com/in/appistry
y,y,y,y,m,Douglas,Merrill,Founder and CEO,ZestCash,"Founder and CEO, ZestCash",,,speaker,y,"Dr. Douglas C. Merrill is the founder and CEO of ZestCash, a financial services technology startup dedicated to serving the needs of the underbanked. He is also the author of Getting Organized in the Google Era, a book on personal and workplace organization published by Random House. Previously, Merrill was CIO and VP of Engineering of Google Inc. where he oversaw all aspects of internal engineering, including Google's 2004 IPO. He most recently served as COO of New Music and President of Digital Business at EMI Music. Merrill holds an MA and Ph.D. in Psychology from Princeton University, and a BA from the University of Tulsa in Social and Political Organization.",,The Former CIO and VP of Engineering of Google talks about how data mining could disrupt and reinvent an arcane industry: underwriting.,,,,
y,y,y,y,m,Dwight,Merriman,CEO and Co-Founder,10gen,"CEO and Co-Founder,10gen",,,speaker,y,"Dwight is CEO and co-founder of 10gen, and one of the original authors of MongoDB. In 1995, Dwight co-founded DoubleClick and served as its CTO for ten years. Dwight was the architect of the DoubleClick ad serving infrastructure, DART, which serves tens of billions of ads per day. Dwight is co-founder, Chairman, and the original architect of Panther Express (now part of CDNetworks), a content distribution network (CDN) technology which serves hundreds of thousands of objects per second. Dwight is also a co-founder and investor in BusinessInsider.com and Gilt Groupe.",,,,@dmerr,,
y,y,y,y,m,Scott,Metzger,VP of Analytics,Violin Memory,"VP of Analytics, Violin Memory",,,speaker,y,"Scott Metzger is vice president of analytics at Violin Memory where he leads company’s expansion into data intensive markets such as analytics, search and real-time decision management. Before Violin, Metzger was the senior vice president of products, engineering and operations for Apigee Corporation where he was scaled the company revenue growth from 400 to 900 percent in just a year and a half. Prior to Apigee, Metzger was CTO of TransUnion Interactive (formerly TrueLink), where he was recognized by InfoWorld as one of the top 25 CTOs for his vision and ability to increase the company’s revenue from less than 10 million to over 100 million. He has filed more than a dozen patents with two awarded to date.",,,,,,
y,y,y,y,m,Barry,Morris,Founder and CEO,NUODB,"Founder and CEO, NUODB 
",,,speaker,y,"Barry Morris is the CEO of NuoDB, Inc., the company commercializing Jim Starkey’s brilliant new database system for the cloud. The NuoDB product uniquely combines the power of traditional databases with the power of cloud computing: “100% Cloud, 100% SQL, 100% ACID.” Barry is a software CEO who focuses on breakthrough innovations in the database and middleware markets. Past companies include IONA Technologies, Ireland’s most successful software company, StreamBase Systems, the pioneer and leader in the CEP market, and Metrica, the write-optimized database system for test and measurement applications. Barry has a degree in Engineering from Oxford University, and an Honorary Doctorate in Business Administration from the IMCA.",,,,@nuodb,,
y,y,y,y,m,Edward,Newman ,"Senior Director, Consulting",EMC Corporation,"Senior Director, Consulting, EMC Corporation",,,speaker,y,"Edward 'Ted' Newman is the Senior Director of EMC Consulting's Cloud and Virtual Data Center service line. Ted leads a team of consulting professionals who are helping clients around the world to define and implement hybrid cloud and next generation data center strategies, including virtualization, infrastructure convergence, and service design and management. He has 20 years' experience with managerial, consulting, and systems engineering expertise in the areas of cloud computing, enterprise storage, systems architecture, IT service management, and program management. Prior to this, Ted was CTO for EMC Consulting and a key contributor to the development of the VCE Vblock. He has worked with clients in a range of industries, including telecommunications, insurance and financial, manufacturing and defense.",,,,@vCTO,,http://www.linkedin.com/in/ebnewman
y,y,y,y,m,Mok,Oh,Chief Scientist,PayPal,"Chief Scientist, PayPal",,,speaker,y,"As Chief Scientist, Mok Oh contributes to PayPal’s ongoing product innovation through the collection and analysis of a range of customer insights.  For well over a decade, he has been involved in researching and building technologies, products and businesses that help connect the offline and online worlds.  Mok comes to PayPal from WHERE, Inc., which was acquired by eBay, Inc. in April 2011.  As WHERE’s Chief Innovation Officer, Mok oversaw the development of the “Atlas Project,” which aims to better digitize the real (offline) world, better connecting it to the online world, and ultimately making the commerce ecosystem better as a result. Prior to WHERE, Mok founded, a data visualization company called Everyscape that generated revenue streams from various markets: travel, local search, mobile. He’s played a multitude of roles throughout his career ranging from including data architecture and product management to intellectual property strategies and business development. Prior to founding EveryScape, he worked for Accenture as an Information Systems Analyst. Mok holds a Ph.D. in Computer Graphics from MIT, a M.S. in Computer Science from University of Pennsylvania, and Computer Science, Art History and Studio Art degrees fromOberlin College. Mok is a seasoned speaker who has appeared at the MIT Lecture Series, Harvard School of Architecture, O’Reilly Where 2.0 Conference, Web 2.0 Summit, DEMO Conference (DEMOgod Winner).",,,,@mok_oh,,http://linkedin.com/in/mokoh
y,y,y,y,m,Michael,Olson,CEO,Cloudera,"CEO, Cloudera",,,speaker,y,"Mike is founder and CEO of Cloudera. He was formerly CEO of Sleepycat Software. Mike spent two years at Oracle Corporation as Vice President for Embedded Technologies after Oracle’s acquisition of Sleepycat in 2006. Prior to joining Sleepycat, Mike held technical and business positions at database vendors Britton Lee, Illustra Information Technologies and Informix Software. Mike has Bachelor’s and Master’s degrees in Computer Science from the University of California at Berkeley.",,,,@mikeolson,www.facebook.com/olsonmike,
y,y,y,y,m,Davi,Ottenheimer,"President, flyingpenguin and Analyst",GigaOM Pro,"President, flyingpenguin and Analyst, GigaOM Pro",,,speaker,y,"Davi Ottenheimer has more than seventeen years' experience managing global security operations and assessments, including a decade leading incident response and digital forensics. He is an expert in compliance, a qualified PCI DSS and PA-DSS assessor with K3DES, and former Board Member for the Payment Card Industry Security Alliance and Silicon Valley chapters of ISACA and OWASP. He formerly was responsible for security at Barclays Global Investors (BGI), the world's largest investment fund manager (now BlackRock). Prior to BGI he was a ""dedicated paranoid"" at Yahoo! and responsible for managing security for hundreds of millions of mobile, broadband and digital home products. Davi received his postgraduate academic Master of Science degree in International History from the London School of Economics.",,,,@daviottenheimer,,http://www.linkedin.com/in/daviottenheimer
y,y,y,y,m,Todd,Papaioannou,Founder and CEO,Continuuity,"Founder and CEO, Continuuity",,,speaker,y,"Todd Papaioannou is Founder and CEO of Continuuity, a stealth BigData startup. Todd has over 15 years of Internet and Enterprise software experience covering a variety of senior leadership roles in R&D, product and corporate strategy, marketing and professional services. Prior to Continuuity, Todd was an EIR at Battery Ventures where he focused on the Cloud, BigData and Digital Media markets. Prior to Battery, Todd was the Chief Cloud Architect at Yahoo! and held senior leadership positions at both Teradata and Greenplum. Todd likes to think he was doing BigData before the term became popular! Before that, Todd was Co-Founder and CEO of DALi, Inc, a distributed social gaming company. Todd holds a PhD in AI and Distributed Systems. ",,,,"@drluckyspin 
",,http://www.linkedin.com/profile/view?id=1743217
y,y,y,y,m,Lane,Patterson,CTO,Equinix,"CTO, Equinix",,,speaker,y,"Lane Patterson joined Equinix in 2000 and is currently Chief Technology Officer. Prior to Equinix, Mr. Patterson was Director of IP Network Management Systems for Global Crossing, Inc. where he supported a global IP backbone and first generation content distribution centers. At Metropolitan Fiber Systems, he led operations of mid-Atlantic Frame Relay, ATM, and related data networking services, as well as the MAE-East Internet exchange point during the first wave of commercial ISP growth. Mr. Patterson has a deep background in the technologies related to telecommunications, Internet routing, and data center computing infrastructure. Mr. Patterson received a B.A. in Physics from Cornell University and an M.S. in Computer Science from Johns Hopkins University.",,,,,,http://www.linkedin.com/pub/lane-patterson/0/b26/abb
y,y,y,y,m,STS,Prasad,"VP, Pricing and Infrastructure",@WalmartLabs ,"VP, Pricing and Infrastructure, @WalmartLabs ",,,speaker,y,"STS Prasad is a computer scientist and data expert who is serving as Vice President of Pricing and Infrastructure for @WalmartLabs, Walmart’s hub for innovation at the intersection of social, mobile and retail for the next-generation of e-commerce. He brings more than 20 years of real-time analytics, database technology and mobile applications experience to Walmart. In 2006, STS joined Kosmix where he led the development of the Social Genome. STS has served as Chief Technology Officer at Aventeon. In 1997, he joined Junglee as Director of Product for their Virtual Database and Shopping Engine. When Junglee was acquired by Amazon in 1998, STS led the expansion of the Shopping Engine at Amazon, and subsequently the launch of the Amazon Marketplace. ",,,,@stsprasad,,http://www.linkedin.com/in/stsprasad
y,y,y,y,m,J. Andrew,Rogers,Founder and CTO,SpaceCurve,"Founder and CTO, SpaceCurve",,,speaker,y,"Andrew is a pioneer in the development of distributed database technologies for real-time geospatial systems, and has extensive experience in algorithmic information theory. A 20-year database expert, Andrew has designed large-scale analytics and database systems for Keyhole/Google Earth, CBS News, and UK Met Office, and created highly scalable database systems for Cisco, Sony, Seagate, Netflix, France Telecom and others. He has also consulted with the United Nations to build global spatial data infrastructures. Prior to founding SpaceCurve, Andrew was vice president for geospatial systems at Neopolitan Networks.",,,,"@jandrewrogers
",,http://www.linkedin.com/pub/j-andrew-rogers/0/363/4a5
y,y,y,y,m,Vipul,Sharma,Principal Software Engineer and Engineering Manager,Eventbrite,"Principal Software Engineer and Engineering Manager, Eventbrite",,,speaker,y,"Vipul Sharma is leading the Data Discovery group at Eventbrite, a self-service ticketing platform, where he and his team work on big data problems like platform, recommendation systems, search, and social graph mining. Throughout his career, he has spent many years fighting spam using machine learning and big data.",,,,@vipulsharma,http://www.facebook.com/desikid,http://www.linkedin.com/in/vipulsharma3
y,y,y,y,m,Dr. Bill,Simmons,CTO and Co-Founder,DataXu ,"CTO and Co-Founder, DataXu ",,,speaker,y," Willard (Bill) Simmons developed the company’s core technology while earning his PhD at MIT. He came to DataXu with true rocket science credentials: he developed and tested real-time flight software for guidance, navigation, and control of the Atlas family of space launch vehicles. Simmons, a co-founder of DataXu, holds a PhD in Aeronautics and Astronautics from MIT and is an expert in optimal system design and developing reliable real-time software. ",,Find out how this Former NASA Mars Mission scientist is applying spacecraft control technology to gaining real time insights from data.,,@dataxu  ,,http://www.linkedin.com/profile/view?id=3307447&locale=en_US&trk=tyah
y,y,y,y,m,George,Slessman,CEO,IO,"CEO, IO",,,speaker,y,"George Slessman has been an executive in the data center industry for the past nine years and a technology leader and entrepreneur for more than 14 years. In this brief period of time, he has founded and exited several technology businesses, inventing and delivering disruptive technologies for the benefit of enterprise customers and creating over a billion dollars of value for his investors. He has directly overseen the development of over 100 megawatts of data center capacity, and is the named inventor of several patented and patent-pending technologies. ",,,,@iodatacenters,,http://www.linkedin.com/company/i-o-data-centers
y,y,y,y,m,Jim,Smith,CTO,Digital Realty,"CTO, Digital Realty",,,speaker,y,"Jim Smith oversees data center development, the company's efficiency & green strategy, and power procurement & energy management for Digital Realty. Digital Realty is a global provider of data centre solutions with nearly 100 major datacenter properties around the world. In the past four years, Jim and the Digital Realty team have delivered more than 300MW of UPS capacity on over 60 data center projects in North America and Europe. This portfolio includes the industry's first LEED Gold certified data center and the UK’s first BREEAM certified Excellent data center. Jim has a BSc in Chemistry from Fort Lewis College and an MBA from London Business School. He was named an InfoWorld top 25 CTO of 2008.",,,,,,
y,y,y,y,m,Paul ,Speciale,"VP, Products",Amplidata,"VP, Products, Amplidata",,,speaker,y,"Paul has over two decades of technology industry experience, in cloud computing, enterprise data storage and database management. He is currently responsible for product management & marketing for Amplidata’s AmpliStor object storage system. Paul has previously run cloud product marketing for the Savvis Symphony VPDC cloud service, and he was Vice President of product management at Q-layer, a cloud computing pioneer which was acquired by Sun Microsystems. Paul was an early member of two startup companies in the distributed data storage space. For ten years Paul held senior positions in systems engineering and product management in the database industry with Object Design, IBM and Oracle. Paul holds Masters and Bachelors degrees in Applied Mathematics from UCLA.",,,,,,http://www.linkedin.com/pub/paul-speciale/0/528/396
y,y,y,y,m,Andreas,Sundquist,CEO and Co-Founder,DNAnexus,"CEO and Co-Founder, DNAnexus",,,speaker,y,"Andreas Sundquist, Ph.D., is the CEO and Co-Founder of DNAnexus, a DNA data management and analysis platform. Andreas is an expert on the analysis of ultra high-throughput DNA sequence data, as well as on cloud computing and building scalable software systems. He received his Bachelor's and Master's degrees in Electrical Engineering and Computer Science from MIT, and his Ph.D. in Computer Science from Stanford University.",,,,@dnanexus,,http://www.linkedin.com/in/asundqui
y,y,y,y,m,Erik,Swan,CTO and Co-Founder,Splunk,"CTO and Co-Founder, Splunk",,,speaker,y,"Erik is the chief technology officer and co-founder of Splunk. He is responsible for driving innovative product development and technical strategy. Eric believes in a ""by the people, for the people"" approach--he and his team build software that works as promised and delivers immediate value and ROI. His product development method is to trust autonomous teams of really smart people to deliver amazing innovations in an iterative, open environment. Erik served as vice president of engineering and operations for Disney's Internet properties. Erik has co-founded several successful start-ups and has held executive engineering and operations roles at companies including Apple Computer, Taligent and InfoSeek. Erik studied computer science at California Polytechnic University and holds inventor credits on seven US patents.",,,,,,
y,y,y,y,m,Tony,Tam,VP of Engineering and Technical Co-Founder,Wordnik,"VP of Engineering and Technical Co-Founder, Wordnik",,,speaker,y,"Tony Tam is the vice president of engineering and technical co-founder of Wordnik, where he leads development efforts of the site's innovative word navigation system. Prior to joining Wordnik, he was the founding engineer and SVP of Engineering at Think Passenger, a provider of customer collaboration software. Before that, he was lead engineer at Composite Software, where he helped developed the company's first- and second-generation query processing engines and led the research and implementation of their patented cost-based federated query optimizer. He also led software development in the bioinformatics group at Galileo Labs, a drug-discovery company based in the Silicon Valley. Tony received his undergraduate degree in Mechanical Engineering from UC Santa Barbara and his MBA from Santa Clara University.",,,,@fehguy,,
y,y,y,y,m,Amarnath,Thombre,"SVP, Strategy and Analytics",Match.com,"SVP, Strategy and Analytics, Match.com",,,speaker,y,"In his current role, he is responsible for overall business strategy with major emphasis on driving growth through effective marketing and product innovation. He also oversees market research, pricing and analytics functions at Match.com, which includes developing industry leading search and matching algorithms for the core business. Amarnath is a strong advocate of the voice of the customer and believes that the best measure of success for Match.com is the number of customers that choose to leave – because they met someone special on the site. Prior to joining Match.com, Amarnath played various general management and strategy roles at i2 technologies, where he worked closely with multiple consumer businesses to help drive growth through supply chain innovation.",,,,,,http://www.linkedin.com/in/thombre
y,y,y,y,m,Staffan,Truve,CTO and Co-Founder,Recorded Future,"CTO and Co-Founder, Recorded Future",,,speaker,y,"Staffan has spent the last 20 years working in the borderland between research and industry, with a focus on creating companies based on cutting edge research results. During these years, he has been instrumental in the launch of more than 15 companies, including Spotfire, Appgate, Axiomatics, Peerialism, Makewave, and Recorded Future. Previusly, he was CEO of SICS, the Swedish Institute of Computer Science, and of Interactive Institute. Before that, he was CEO of CR&T, a Swedish technology incubator. Staffan has a PhD in Computer Science from Chalmers University of Technology. He has been a visiting Fulbright Scholar at MIT, and he also has an MBA from Göteborg University. He is a member of the Royal Swedish Academy of Engineering Sciences.",,,,,,
,y,,y,m,Nick,Weir,CEO,ChoozOn,"CEO, ChoozOn",,,speaker,y,"Nick was formerly Yahoo!'s Vice President for Data Strategy, and has long been an advocate for more transparent, permission-based marketing services that put consumers in full control of the personal data that they share with the companies who sell things to them. A recognized expert in data valuation and privacy, Nick co-founded Yahoo!'s Data Governance Team and represented Yahoo! to the industry in matters regarding user data collection and use. Indeed, Nick was recently singled out by the Internet Advertising Bureau to receive its 2011 Service Excellence Award, recognizing his leading role in the development of the IAB's new Data Usage Control Primer. Nick was formerly a Vice President at Goldman Sachs Co., and President and COO of Strategy.com, an online consumer services company. A person of diverse scope, Nick originally was an astrophysicist who received his doctorate degree from Caltech, after graduating from Harvard (where, among other things, he was president of America's oldest collegiate theater group, Hasty Pudding Theatricals).",,,,,,
y,y,y,y,m,R. James,Woolsey,"Chairman, Foundation for Defense of Democracies, Venture Partner, Lux Capital Management
",and Former Director of Central Intelligence,"Chairman, Foundation for Defense of Democracies, Venture Partner, Lux Capital Management and Former Director of Central Intelligence",,,speaker,y,"R. James Woolsey is Chairman of Woolsey Partners LLC and a Venture Partner with Lux Capital Management.  He also Chairs the Board of the Foundation for Defense of Democracies, is Of Counsel to the law firm of Goodwin Procter, chairman of the Strategic Advisory Group of Paladin Capital Corporation, and chairs the Advisory Board of the Opportunities Development Group.  He served in the U.S. Government 5 times for a total of 12 years, holding Presidential appointments in 2 Republican and 2 Democratic administrations.    He was the Director of Central Intelligence from 1993 to 1995.",,Hear why President Clinton's former spy master is now investing in big data.,,,,
y,y,y,y,m,Scott,Yara,"SVP, Products and Co-Founder","Greenplum, a division of EMC","SVP, Products and Co-Founder, Greenplum, a division of EMC",,,speaker,y,"In his role as SVP, Products, Scott is responsible for the division's overall product development and go-to-market efforts, including engineering, product management, and marketing. Scott is a co-founder of Greenplum and was President of the company. Prior to Greenplum, Scott served as vice president for Digital Island, a publicly traded Internet infrastructure services company that was acquired by Cable & Wireless in 2001. Scott served as vice president for Sandpiper Networks, an Internet content delivery services company that merged with Digital Island in 1999. There, Scott helped to create the industry's first content delivery network (CDN), a globally distributed computing infrastructure comprised of several thousand servers, and used by many of the industry's largest Internet services including Microsoft and Disney.",,Data warehousing's pioneer speaks about the future of big scale analytics,,,,http://www.linkedin.com/pub/scott-yara/0/93/420?trk=cws-ppw-member-0-0
y,y,y,y,m,Ari,Zilka,Chief Products Officer,Hortonworks,"Chief Products Officer, Hortonworks",,,speaker,y,"Ari Zilka is chief products officer at Hortonworks, a leading commercial vendor promoting the development and support of Apache Hadoop. In this position, Ari is responsible for furthering product strategy and direction for Hortonworks, and leads the company’s product management function as well as its field and sales engineering teams.  Before joining Hortonworks, Ari was CTO at Terracotta which he founded in 2003. Previously, Ari was an Entrepreneur-in-Residence at Accel Partners. Before joining Accel, Ari was the chief Architect at Walmart.com, where he led the innovation and development of the company's new engineering initiatives. Prior to Walmart.com, Ari worked as a consultant at Sapient and at PriceWaterhouseCoopers. Ari has spoken frequently at industry conferences and symposia, including JavaOne, QCon, Devoxx, and The ServerSide Java Symposium.  He holds a B.S. in Electrical Engineering Computer Science as well as in Mechanical Engineering from University of California, Berkeley.",,,,,,